Prompt_ID;Method;Focus Topic;Persona;Journey Phase;Absolute Wordcount;Absolute Wordcount (Cohen's d);BLEU Score;BLEU Score (Cohen's d);Chat Cite;Chat Cite (Cohen's d);GEval Overall;GEval Overall (Cohen's d);Length Ratio;Meta Cohen's d;Perplexity;Perplexity (Cohen's d);Position Adjusted Sentence Count;Position Adjusted Sentence Count (Cohen's d);Position Adjusted Wordcount;Position Adjusted Wordcount (Cohen's d);ROUGE-L Recall;ROUGE-L Recall (Cohen's d);RVS Sentiment;RVS Sentiment (Cohen's d);Sentence Cite;Sentence Cite (Cohen's d);Methode_Authoritative;Methode_AutoGEO;Methode_Average Baseline;Methode_Baseline;Methode_Baseline V2;Methode_Citing Credible Sources;Methode_Fluent Optimization;Methode_Inverted Pyramid;Methode_LLMs.txt;Methode_More Quotes;Methode_Simple Language;Methode_Statistics Optimization;Methode_Technical Terms
1;Authoritative;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0176;2.020351353355004;0.0;-1.6865360816781418;1.0502857142857143;-7.958916383538637;0.4858;-1.3274796356896443;-7.5979;0.258991195688868;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.0882;0.5466603847876165;0.0;-0.638524474478942;0.0;-1.0469171379920057;1;0;0;0;0;0;0;0;0;0;0;0;0
1;AutoGEO;Data Storage;External Consultant;Post-Purchase Use;0.1478;-0.3445406367377951;0.0;-0.4134459215367772;1.0;0.7815655012654803;1.1239571428571429;-7.70685459512958;0.825;-0.6121844077486034;-6.2119;0.3399596736008194;1.0053;-0.10434802069729883;0.1371;-0.38872478746270367;0.1317;1.7102039034264467;11.4806;0.6100927102391064;3.0;0.3463921768956912;0;1;0;0;0;0;0;0;0;0;0;0;0
1;Average Baseline;Data Storage;External Consultant;Post-Purchase Use;0.03864734299516905;-0.9504925860712977;0.00505;0.284887955633876;0.5;-0.4524852902063307;2.0654;-4.485771810963357;0.28159999999999996;-0.959716024834574;-9.2386;0.1631434455372529;0.20555;-0.7538574677229469;0.0262447901829211;-0.9619024266136639;0.06645000000000001;-0.03511137453179829;1.5678;-0.4680123041915915;0.5;-0.8146989188440562;0;0;1;0;0;0;0;0;0;0;0;0;0
1;Baseline;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0048;0.2503169716155268;0.0;-1.6865360816781418;1.0180285714285715;-8.06928200661943;0.2734;-1.6184405586120287;-9.2386;0.1631434455372529;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.0606;-0.1915879166935722;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;1;0;0;0;0;0;0;0;0;0
1;Baseline V2;Data Storage;External Consultant;Post-Purchase Use;0.0772946859903381;-0.7359450572516676;0.0053;0.3194589396522252;1.0;0.7815655012654803;3.1127714285714285;-0.902261615307283;0.2898;-0.30099149105711925;-9.2386;0.1631434455372529;0.4111;-0.5869219668337666;0.0524895803658422;-0.826203555068689;0.0723;0.12136516762997523;3.1356;-0.297500133904241;1.0;-0.5824806996961067;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Citing Credible Sources;Data Storage;External Consultant;Post-Purchase Use;0.0291;-1.0034938712220771;0.0454;5.864644776195433;1.0;0.7815655012654803;1.068757142857143;-7.895717645432585;0.9678;-0.32072258351699084;-7.4133;0.2697753089807485;0.2676;-0.7034641433241454;0.0267;-0.9595487610646818;0.1519;2.250516066104708;0.0;-0.638524474478942;1.0;-0.5824806996961067;0;0;0;0;0;1;0;0;0;0;0;0;0
1;Fluent Optimization;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0417;5.352994212723864;0.0;-1.6865360816781418;1.071157142857143;-7.887506208462889;0.8455;-0.7471545622138311;-7.9836;0.2364590586537745;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.1562;2.365533011625328;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;1;0;0;0;0;0;0
1;Inverted Pyramid;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0;-0.4134459215367772;0.0;-1.6865360816781418;1.0097571428571428;-8.097582137604276;0.8072;-1.4837290465376514;-8.6429;0.19794353377112697;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.1318;1.7128787161129726;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;1;0;0;0;0;0
1;LLMs.txt;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.038;4.8413436492522965;0.0;-1.6865360816781418;1.0271428571428571;-8.03809809717499;0.777;-0.8742333106314263;-7.4036;0.27034197148850164;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.1382;1.8840667280506391;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;0;1;0;0;0;0
1;More Quotes;Data Storage;External Consultant;Post-Purchase Use;0.2;-0.05475665324934071;0.0;-0.4134459215367772;0.0;-1.6865360816781418;1.0463714285714285;-7.972308846215402;0.1562;-1.4241313205804913;-7.6756;0.2544520537453192;0.0;-0.9207929686121272;0.2;-0.06349989670577946;0.067;-0.020399904755905172;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;0;0;1;0;0;0
1;Simple Language;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0354;4.481805415461466;0.0;-1.6865360816781418;1.0071142857142859;-8.106624493791141;0.9415;-0.967267863014256;-7.3931;0.27095536904844064;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.1229;1.4748203870121543;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;0;0;0;1;0;0
1;Statistics Optimization;Data Storage;External Consultant;Post-Purchase Use;0.0847;-0.6948350688857158;0.0;-0.4134459215367772;1.0;0.7815655012654803;1.2571714285714286;-7.2510709657104515;0.4286;-1.0482490549163883;-6.311;0.33417036901129965;0.5796;-0.45007627527537747;0.0857;-0.6544888476360885;0.0965;0.7686698377692783;-2.7543;-0.9380790545417367;1.0;-0.5824806996961067;0;0;0;0;0;0;0;0;0;0;0;1;0
1;Technical Terms;Data Storage;External Consultant;Post-Purchase Use;0.0;-1.165040114890928;0.0;-0.4134459215367772;0.0;-1.6865360816781418;1.0113857142857143;-8.092010091089124;0.0;-1.874821388129449;0.0;0.70285151194227;0.0;-0.9207929686121272;0.0;-1.0976012981586385;0.0;-1.812524404728356;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;0;0;0;0;0;1
2;Authoritative;Hybrid Workplace;External Consultant;No-Funnel;0.2207;0.06015768503056354;0.0581;7.62085076432757;1.0;0.7815655012654803;1.1314571428571427;-7.6811938545992815;0.7115;0.5494917999229781;-11.2406;0.04618897744221201;1.5579;0.3444408763659998;0.2255;0.06834803197946003;0.1843;3.1171553765391464;8.5164;0.2877096415021729;3.0;0.3463921768956912;1;0;0;0;0;0;0;0;0;0;0;0;0
2;AutoGEO;Hybrid Workplace;External Consultant;No-Funnel;0.2;-0.05475665324934071;0.0;-0.4134459215367772;0.0;-1.6865360816781418;2.316257142857143;-3.6274811372261007;0.7054;-0.7368981164339111;-8.6525;0.19738271314489697;0.0;-0.9207929686121272;0.2;-0.06349989670577946;0.1358;1.8198712235740144;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;1;0;0;0;0;0;0;0;0;0;0;0
2;Average Baseline;Hybrid Workplace;External Consultant;No-Funnel;0.2406730769230769;0.17103656995950114;0.00075;-0.3097329694817296;1.0;0.7815655012654803;2.5060357142857144;-2.9781666466075025;0.2083;-0.13693653840190856;-11.6346;0.023171964240690478;1.97965;0.6869611755633327;0.23073036139952324;0.09539165224621961;0.0572;-0.28253154803545777;6.0957;0.024437023429338636;3.5;0.5786103960436406;0;0;1;0;0;0;0;0;0;0;0;0;0
2;Baseline;Hybrid Workplace;External Consultant;No-Funnel;0.2775;0.37547818813677436;0.0;-0.4134459215367772;1.0;0.7815655012654803;1.3398;-6.9683629214680645;0.1705;-0.5842172379963353;-11.6346;0.023171964240690478;1.4639;0.2680996597102812;0.2722;0.3098107092187026;0.0484;-0.5179150644497499;11.0239;0.560422530260644;3.0;0.3463921768956912;0;0;0;1;0;0;0;0;0;0;0;0;0
2;Baseline V2;Hybrid Workplace;External Consultant;No-Funnel;0.2038461538461538;-0.03340504821777211;0.0015;-0.20602001742668216;1.0;0.7815655012654803;3.6722714285714284;1.0120296282530596;0.2461;0.31034416119251823;-11.6346;0.023171964240690478;2.4954;1.1058226914163842;0.1892607227990465;-0.11902740472626334;0.066;-0.047148031621165654;1.1675;-0.5115484834019669;4.0;0.8108286151915901;0;0;0;0;1;0;0;0;0;0;0;0;0
2;Citing Credible Sources;Hybrid Workplace;External Consultant;No-Funnel;0.1809;-0.1607887238361123;0.0327;4.108438788063294;1.0;0.7815655012654803;1.8413142857142855;-5.252465860407696;0.5655;0.18113797034492152;-9.1338;0.16926573737359665;1.1655;0.0257569038585108;0.1795;-0.1694952903546976;0.1584;2.4243788907289012;5.7873;-0.009104214813178812;2.0;-0.11804426140020774;0;0;0;0;0;1;0;0;0;0;0;0;0
2;Fluent Optimization;Hybrid Workplace;External Consultant;No-Funnel;0.3112;0.5625609514233816;0.0418;5.366822606331204;1.0;0.7815655012654803;1.0736142857142856;-7.879099261089153;0.7468;0.778933860996431;-10.4724;0.09106631130365576;3.22;1.6942997721475939;0.3148;0.5300743077281617;0.1801;3.004813243705053;21.2638;1.6741025739686681;5.0;1.2752650534874892;0;0;0;0;0;0;1;0;0;0;0;0;0
2;Inverted Pyramid;Hybrid Workplace;External Consultant;No-Funnel;0.3477;0.7651876831729714;0.0212;2.5181735232192324;1.0;0.7815655012654803;1.7734142857142856;-5.484781098008674;1.042;0.7539553169303618;-11.7558;0.016091603834537158;2.3736;1.0069039660050385;0.2959;0.43235172529086635;0.2005;3.5504750317563665;19.4425;1.4760200278885869;6.0;1.739701491783388;0;0;0;0;0;0;0;1;0;0;0;0;0
2;LLMs.txt;Hybrid Workplace;External Consultant;No-Funnel;0.2;-0.05475665324934071;0.0394;5.034941159755052;0.0;-1.6865360816781418;1.8353428571428572;-5.272896697629915;0.9482;-0.2599578672647688;-11.3779;0.038168074110818864;0.0;-0.9207929686121272;0.2;-0.06349989670577946;0.1541;2.3093619452082805;0.0;-0.638524474478942;0.0;-1.0469171379920057;0;0;0;0;0;0;0;0;1;0;0;0;0
2;More Quotes;Hybrid Workplace;External Consultant;No-Funnel;0.2468;0.20504967677479058;0.0009;-0.2889903790707201;1.0;0.7815655012654803;1.189242857142857;-7.48348395851345;0.1956;-0.5800251143763417;-11.4442;0.03429490666091816;1.6773;0.44141046433081677;0.2237;0.05904111936638432;0.0604;-0.19693754206662425;14.2908;0.9157269116305544;3.0;0.3463921768956912;0;0;0;0;0;0;0;0;0;1;0;0;0
2;Simple Language;Hybrid Workplace;External Consultant;No-Funnel;0.3142;0.5792152033480054;0.0447;5.767846020944054;1.0;0.7815655012654803;1.5495142857142858;-6.250839738639881;1.0244;1.1449153871629676;-10.1859;0.10780330186770633;3.2305;1.7028272484761577;0.3216;0.5652337553775587;0.2256;4.221853016074403;16.8755;1.1968359858375415;6.0;1.739701491783388;0;0;0;0;0;0;0;0;0;0;1;0;0
2;Statistics Optimization;Hybrid Workplace;External Consultant;No-Funnel;0.5642;1.9670695303999899;0.1408;19.056932277597475;1.0;0.7815655012654803;1.3077571428571428;-7.077995380533708;0.8594;3.2697354231797697;-8.0542;0.23233469029837497;4.5533;2.7771268377547162;0.5573;1.7839222569897533;0.2491;4.850433997408024;29.9609;2.6199894193610116;8.0;2.668574368375186;0;0;0;0;0;0;0;0;0;0;0;1;0
2;Technical Terms;Hybrid Workplace;External Consultant;No-Funnel;0.2423;0.18006829888785483;0.04;5.1179115213990904;1.0;0.7815655012654803;1.445757142857143;-6.605837754776196;0.7952;0.6896260072218071;-8.472;0.207927309294325;2.3451;0.9837579588275066;0.231;0.09678582051941367;0.1557;2.3521589481926974;24.4898;2.0249587171929266;5.0;1.2752650534874892;0;0;0;0;0;0;0;0;0;0;0;0;1
3;Authoritative;Data Storage;External Consultant;Awareness;0.7632;3.0718015747333687;0.0381;4.855172042859636;1.0;0.7815655012654803;1.0097857142857143;-8.097484382402255;0.413;1.2001316142417566;-6.6109;0.31665056632313643;2.7799;1.336876692890341;0.8402;3.2466586893448217;0.1636;2.563469150428255;26.3962;2.2322966438645717;4.0;0.8108286151915901;1;0;0;0;0;0;0;0;0;0;0;0;0
3;AutoGEO;Data Storage;External Consultant;Awareness;0.8686;3.6569209590184855;0.0661;8.727122252914745;1.0;0.7815655012654803;1.0121857142857142;-8.089272945432558;0.5046;1.9907455924451765;-7.1143;0.28724253473520256;4.1585;2.4564937278006984;0.8829;3.4674393385550077;0.2118;3.852728865333809;13.7745;0.8595747024716316;7.0;2.204137930079287;0;1;0;0;0;0;0;0;0;0;0;0;0
3;Average Baseline;Data Storage;External Consultant;Awareness;0.20062721088435376;-0.05127474389004292;0.02225;2.6633716560962983;1.0;0.7815655012654803;2.575742857142857;-2.7396683924787477;0.48815;0.4198084448460903;-6.8736;0.30130394356161433;1.6492499999999999;0.41862992042450914;0.22223884630668467;0.051486213956407234;0.12304999999999999;1.4788326060419432;15.628;1.0611592844512234;2.5;0.11417395774774172;0;0;1;0;0;0;0;0;0;0;0;0;0
3;Baseline;Data Storage;External Consultant;Awareness;0.2652;0.3071957552458166;0.015;1.6608131195641727;1.0;0.7815655012654803;1.5728857142857142;-6.170875983387368;0.4382;0.06056897152578708;-6.8736;0.30130394356161433;2.0044;0.7070616554806629;0.2933;0.41890840707197924;0.1152;1.2688598101496489;17.1363;1.225200301446;3.0;0.3463921768956912;0;0;0;1;0;0;0;0;0;0;0;0;0
3;Baseline V2;Data Storage;External Consultant;Awareness;0.1360544217687075;-0.4097452430259026;0.0295;3.6659301926284242;1.0;0.7815655012654803;3.5786000000000002;0.6915391984298727;0.5381;0.7790479181663935;-6.8736;0.30130394356161433;1.2941;0.1301981853683556;0.1511776926133693;-0.3159359791591649;0.1309;1.6888054019342378;14.1197;0.8971182674564471;2.0;-0.11804426140020774;0;0;0;0;1;0;0;0;0;0;0;0;0
